f_id,item,veg_or_non_veg
fd567657,Mango Ice cream Scoop,Veg
fd567658,Kesar Pista Ice cream Scoop,Veg
fd567659,Rasgulla/Hot Gulab Jamun(Three Pieces),Veg
fd567660,Non-Veg Mughlai Biryani + Sweet Lassi 200 Ml,Non-veg
fd567661,Murgh Dum Biryani + Sweet Lassi 200 Ml,Non-veg
fd567662,Murgh Tikka Malai + Sweet Lassi 200 Ml,Non-veg
fd567663,Reshmi Kebab + Sweet Lassi 200 Ml,Non-veg
fd567664,Lajawab Seek Kebab + Sweet Lassi 200 Ml,Non-veg
fd567665,Murgh Lahsuni + Sweet Lassi 200 Ml,Non-veg
fd567677,Paapd Masala,Veg
fd567678,Papad Bhurj,Veg
fd567682,Dupoli Roti,Veg
fd567687,Paneer Bhurji Corn,Veg
fd567711,Baigan Bharata,Veg
fd567721,Mutton Oil Rost,Non-veg
fd567722,Mutton Gravy Rost,Non-veg
fd567723,Mutton Bhoona Masala,Non-veg
fd567726,Mutton Savaji,Non-veg
fd567728,Mutton Haidrabadi,Non-veg
fd567732,Chicken Gravy Rost,Non-veg
fd567733,Chicken Bhoona Masala,Non-veg
fd567739,Chicken Haidrabadi,Non-veg
fd567740,Chicken Munglai,Non-veg
fd567746,Egg Boil 2 Pic,Non-veg
fd567748,Eggg Carry,Non-veg
fd567750,Egg Bhurji Carry,Non-veg
fd567751,Egg Fry Carry,Non-veg
fd567754,Fish Oil Rost,Non-veg
fd567755,Chicken Handi 20 Roti 6 Bhakar Jira Rice 2 Papad 4,Non-veg
fd567756,Mutton Handi 20 Roti 6Bhakar Jira Rice 2 Papad 4,Non-veg
fd567757,Fish Handi 20 Roti 6Bhakar Jira Rice 2 Papad 4,Non-veg
fd567758,Egg Handi 20 Roti 6 Bhakar Jira Rice 2 Papad 4,Non-veg
fd567761,Mutton Half Handi,Non-veg
fd567762,Mutton Full handi,Non-veg
fd567763,Chicken Half Handi,Non-veg
fd567764,Chicken Full Handi,Non-veg
fd567776,Saaw Curry,Veg
fd567783,Chicken Tikka Egg Roll,Non-veg
fd567784,Special Chicken Tikka Roll,Non-veg
fd567785,Special Chicken Tikka Egg Roll,Non-veg
fd567786,Chicken tikka egg roll + Paneer egg tikka roll,Non-veg
fd567787,Chicken tikka roll + Paneer tikka roll,Non-veg
fd567788,Paneer tikka + veg roll,Veg
fd567789,Chicken mughlai sandwich + Chicken roll,Non-veg
fd567798,Veg Mughlai Sandwich,Veg
fd567799,Paneer Mughlai Sandwich,Veg
fd567800,Chicken Mughlai Sandwich,Non-veg
fd567802,Special Paneer Tikka Roll,Veg
fd567803,Special Paneer Egg Roll,Non-veg
fd567805,Special Chicken Egg Roll,Non-veg
fd567808,Fresh Onion Pizza,Veg
fd567809,Fresh Tomato Pizza,Veg
fd567810,Fresh Corn Pizza,Veg
fd567811,Fresh Capsicum Pizza,Veg
fd567813,Barbecue Pizza,Veg
fd567817,Veggie Cuts Pizza,Veg
fd567818,Everlasting Pizza,Veg
fd567819,Veg Infinite Pizza,Veg
fd567820,Spice Up Pizza,Veg
fd567821,Spooky Paneer Pizza,Veg
fd567822,Majestic Cottage Pizza,Veg
fd567823,Rich Paneer Pizza,Veg
fd567824,Seven Star,Veg
fd567825,Layer Cheese Pizza [Double],Veg
fd567826,Hot Devil Pizza,Veg
fd567827,Charming Pizza,Veg
fd567828,Peculiar Pizza,Veg
fd567829,Thin Crush Pizza,Veg
fd567830,The Kohi Bistro Pizza,Veg
fd567833,Extra Cheese Topping,Veg
fd567841,The Kohi Bisto Burger,Veg
fd567842,Schezwan Chees Burger,Veg
fd567844,Mayo Chesse Burger,Veg
fd567848,Tanduri Cheese Burger,Veg
fd567850,Spinach Corn Cheese Burger,Veg
fd567851,The Kohi Bisto Cheese Burger,Veg
fd567853,Barbecue Cheese Burger,Veg
fd567856,Makhnai Cheese Burger,Veg
fd567857,Cupse Sweet Corn,Veg
fd567858,Masala Sweet Cron,Veg
fd567861,Schezwan Chiili Fries,Veg
fd567863,Tandur Chilli Fries,Veg
fd567864,Chilli Garlic Fires,Veg
fd567865,Peri Peri Chilli Fires,Veg
fd567866,Barbecue Chilli Fries,Veg
fd567867,Schezwan Chesse Fries,Veg
fd567868,Tandur Cheese Fries,Veg
fd567870,Chilli Garlic Cheese Fries,Veg
fd567872,Barbecue Cheese Fries,Veg
fd567874,Veg Cheese Corn Nuggest,Veg
fd567878,Panner Momos,Veg
fd567882,Patty Sandwich,Veg
fd567883,Tandur Sandwich,Veg
fd567886,Cheese N Paneer Sandwich,Veg
fd567887,Cheese & Panner Sandwich,Veg
fd567889,Barbecue Sandwich,Veg
fd567892,Ultimate Chocolate Blast Sandwich,Veg
fd567893,Ultimate Vegetarian Club Sandwich,Veg
fd567894,Extreme Cheese Blast Sandwich,Veg
fd567895,Veg Paneer Double Cheese Sandwich,Veg
fd567899,Tomato Maggie,Veg
fd567902,Soupy Maggie,Veg
fd567904,Cheese & Corn Maggie,Veg
fd567908,Extremely Veggie Maggie,Veg
fd567909,Garlic Tadka Maggie,Veg
fd567910,Cheese & Panner Maggie,Veg
fd567911,Extremely Veggie Cheese Maggie,Veg
fd567912,Stocky Cold Coffee,Veg
fd567916,Stocky Cold Coffee +Ic,Veg
fd567917,Buttercotch Cold Coffee +Ic,Veg
fd567918,Strawberry Cold Coffee + Ic,Veg
fd567919,Chocolate Cold Coffee + Ic,Veg
fd567920,Bourbon Cold Coffee,Veg
fd567924,Dark Fantasy Cold Coffee,Veg
fd567925,Coffee Moffee,Veg
fd567926,Drak Fantasy Cold Coffee +Ic,Veg
fd567927,Hide & Seek Cold Coffee,Veg
fd567928,Chocolate Brownie Cold Coffee,Veg
fd567929,Oreo Cold Coffee + Ic,Veg
fd567930,KitKat Cold Coffee,Veg
fd567931,Bourbon Cold Coffee +Ic,Veg
fd567932,Coffee Moffee + Ic,Veg
fd567933,Cad B+ Ic,Veg
fd567934,Hide & Seek Cold Coffee + Ic,Veg
fd567935,Chocolate Brownie Cold Coffee + Ic,Veg
fd567936,Layer Cold Coffee [Triple],Veg
fd567937,Layer Cold Coffee + Ic [Triple],Veg
fd567940,Choco Lava + Ic,Veg
fd567943,Brownie Blast + Ic,Veg
fd567956,Burger + Fries,Veg
fd567957,Maggie + Fries,Veg
fd567958,Burger + Fries + Cold Drinks,Veg
fd567959,Exotic Pizza + 2 Cold Drinks,Veg
fd567960,Sandwich +Fries,Veg
fd567965,Butterscotch Hot Coffee,Veg
fd567966,Cappochino,Veg
fd567968,Hot Chocolate +Ic,Veg
fd567975,Mango Shake + Ic,Veg
fd567976,Lichi Shake + Ic,Veg
fd567978,Strawberry Shake + Ic,Veg
fd567979,Black Current Shake +Ic,Veg
fd567980,Butterscotch Shake +Ic,Veg
fd567982,Butterscotch Shake + Ic,Veg
fd567985,Chocolate Shake + Ic,Veg
fd567986,KitKat Shake + Ic,Veg
fd567987,Oreo Shake + Ic,Veg
fd567988,Dark Fantasy Shake + Ic,Veg
fd567989,Hide & Seek Shake + Ic,Veg
fd567990,Pineapple Shake + Ic,Veg
fd567992,Spinach & Comn Roll,Veg
fd567993,Mayo Roll,Veg
fd567995,Tandur Roll,Veg
fd567996,Chilli Garlic Roll,Veg
fd567998,Barbecue Roll,Veg
fd568002,Peri Peri Cheese Roll,Veg
fd568003,Chilli Garlic Cheese Roll,Veg
fd568004,Spinach & Corn Cheese Roll,Veg
fd568005,Barbecue Cheese Roll,Veg
fd568006,Tandur Cheese Roll,Veg
fd568007,Schezwan Cheese Roll,Veg
fd568008,Mayo Cheese Roll,Veg
fd568009,Makhani Cheese Roll,Veg
fd568012,Yellow Pasta,Veg
fd568014,Yellow Cheese Pasta,Veg
fd568015,Red Cheese Pasta Pasta,Veg
fd568016,White Cheese Sauce Pasta,Veg
fd568019,Classic Wadapav,Veg
fd568024,Zatka Wadapav,Veg
fd568038,Hot & Spicy Veg Maggi,Veg
fd568040,Cheees Maggi,Veg
fd568044,Mineral Water 1 Itr,Veg
fd568046,Cheese Chili Sandwich,Veg
fd568048,Extra Mayo Dip,Veg
fd568049,Exatra Butter Pav 1,Veg
fd568050,Extra Butter Pav 2,Veg
fd568051,Extra Pav 2,Veg
fd568053,Regula Cheese Burger + French Fries+ Potato Cheese Shot + Coke [250ml],Veg
fd568054,Schezwan Cheese Burger + Masala Fries + Coke 250 ml,Veg
fd568055,Schezwan Cheese Burger + Potato Cheese Shot + Coke 250 ml,Veg
fd568056,Veg Cheese Burger + French Fries + Veggie Finger + Coke [250ml],Veg
fd568057,Chill Cheese Sandwich + French Fries + Veggie Nuggets + Coke [250ml],Veg
fd568058,Veg Shezwan Sandwich + Masala French Fries + Coke 250 ml,Veg
fd568059,Veg Shezwan Sandwich + Potato Cheese Shot + Coke 250 ml,Veg
fd568060,Veg Mayo Sandwich + French Fries + Coke 250 ml,Veg
fd568061,Veg Mayo Sandwich + Veggie Finger + Coke 250 ml,Veg
fd568063,Potato Garlic Shots,Veg
fd568073,Cheese Burger [Regular],Veg
fd568076,Shezwan Cheese Burger,Veg
fd568077,Shezwan Cheese Burger [Double],Veg
fd568081,The Cafe R Special Tikki Burger [Double],Veg
fd568082,The Cafe R Special Tikki Cheese Burger [Double],Veg
fd568083,Veg Cheese Pizza + Chilli Cheese Sandwich + Coke 250 ml],Veg
fd568084,Veg Cheese Pizza + Cold Coffee + Coke 250 ml],Veg
fd568085,Veg Paneer Pizza + Veg Cheese Burger + Coke 250 ml,Veg
fd568086,Veg Paneer Pizza + Cold Coffee + Coke 250 ml,Veg
fd568087,Veg Shezwan Cheese Pizza And Hot Coffee Latte  + 250 My Coke,Veg
fd568088,Veg Shezwan Cheese Pizza And Masala Fries  + 250 My Coke,Veg
fd568089,Veg Cheese Pizza + The Cafe R Special Cheese Sandwich + 250 Coke,Veg
fd568090,Veg Cheese Pizza + Shezwan Cheese Pizza + 250 Coke,Veg
fd568093,Thik Cold Coffee,Veg
fd568104,Veg Cheese Pizza [Double],Veg
fd568107,Veg Paneer Cheese Pizza [Double],Veg
fd568108,Veg Shezwan Pizza,Veg
fd568109,Veg Shezwan Cheese Pizza [Double],Veg
fd568110,The Cafe R Special Cocktail Pizza,Veg
fd568111,Golden Com Pizza,Veg
fd568112,Veg Shezwan Cheese Pizza,Veg
fd568116,Veg Shezwan Maggi,Veg
fd568117,Veg Shezwan Cheese Maggi,Veg
fd568126,American Veg Sandwich,Veg
fd568129,Veg Schezwan Cheese Sandwich [Double],Veg
fd568132,Veg Mayo Cheese Sandwich [Double],Veg
fd568133,Comn Cheese Sandwich,Veg
fd568136,Corn Capsicum Cheese Sandwich [Double],Veg
fd568138,Chilli Cheese Sandwich [Double],Veg
fd568139,The Cafe R R Special Jumbo Sandwich,Veg
fd568140,The Cafe R Special Cheese Sandwich,Veg
fd568141,The Cafe R Special Cheese Sandwich [Double],Veg
fd568142,The Cafe R Special Spicy Jumbo Sandwich,Veg
fd568143,The Cafe R Special Spicy Jumbo Cheese Sandwich,Veg
fd568144,The Cafe R Special Spicy Jumbo Cheese Sandwich [Double],Veg
fd568147,Veg Paneer Cheese Sandwich [Double],Veg
fd568150,Cheese Chocolate Sandwich [Double],Veg
fd568153,Jam Cheese Sandwich [Double],Veg
fd568154,Egg Ricebowl With Half Fry,Non-veg
fd568157,Double Cheese Omlette,Non-veg
fd568158,Double Cheese Stuffed Omlette,Non-veg
fd568160,Fluffy Omlette,Non-veg
fd568161,Peri Peri Chicken Rice Bowl,Non-veg
fd568162,Cheese Chicken Rice Bowl,Non-veg
fd568163,Sukha Chicken Masala Rice Bowl,Non-veg
fd568165,Scrambled Egg Ricebowl With Half Fry On Top,Non-veg
fd568169,Egg Afgani,Non-veg
fd568170,Chicken Malai Tikka Gravy,Non-veg
fd568171,Creamy Garlic Chicken,Non-veg
fd568172,Turkish Chicken,Non-veg
fd568173,Tuscan Chicken,Non-veg
fd568177,Murgh Reshmi,Non-veg
fd568180,Banjara Ghost,Non-veg
fd568181,Botti masala,Non-veg
fd568182,Hari Mirch Ka Mass,Non-veg
fd568183,Ghee Mass Masala,Non-veg
fd568184,Bhuna Kukad,Non-veg
fd568186,Bhuna              Chicken,Non-veg
fd568188,Lacha Butter Chicken,Non-veg
fd568189,Tandgi Peri Peri Chicken,Non-veg
fd568191,Savaji Kombdi,Non-veg
fd568192,Savaji Mutton,Non-veg
fd568193,Marathwadi Kombdi,Non-veg
fd568194,Sukhi Kombdi,Non-veg
fd568195,Tava  Kombdi,Non-veg
fd568196,Lavangi Kombdi,Non-veg
fd568197,Tari Kombdi,Non-veg
fd568198,Malvani Kombdi,Non-veg
fd568214,Schezwan Cheese Chilli Sandwich,Veg
fd568225,Cheese Classic Burger,Veg
fd568228,Schezwan Sauce Burger,Veg
fd568230,6' Cheese Burst Pizza,Veg
fd568237,6' Creamy Tomato Pasta Pizza,Veg
fd568238,Penne Veg Pasta,Veg
fd568241,Penne Masala Pasta,Veg
fd568242,Penne Peri Peri Masala Pasta,Veg
fd568243,Penne Creamy Pink Sauce Pasta,Veg
fd568244,Penne Schezwan Pasta,Veg
fd568249,Peri Peri with Mayo Fries,Veg
fd568252,Eggless Crunchy Brownie,Veg
fd568253,Eggless Oreo Brownie,Veg
fd568254,Eggless Dark Brownie,Veg
fd568255,Eggless Choco Brownie Fudge,Veg
fd568257,White Passion,Veg
fd568261,Eggless Royal Chocolate ( 500 gms ),Veg
fd568262,Eggless Chocolate Delight ( 500 gms ),Veg
fd568263,Eggless Black Forest ( 500 gms ),Veg
fd568264,Eggless Choco Chips ( 500 gms ),Veg
fd568265,Eggless Pineapple Pastry (Per Pc),Veg
fd568266,Eggless Chocolate Fantasy Pastry (Per Pc),Veg
fd568267,Eggless Choco Chips Pastry (Per Pc),Veg
fd568268,Eggless Red Velvet Pastry (Per Pc),Veg
fd568269,Eggless Choco Brownie Pastry (Per Pc),Veg
fd568270,Eggless Blue Berry Cheese Pastry (Per Pc),Veg
fd568271,Eggless Mango Cheese Pastry (Per Pc),Veg
fd568272,Eggless Pineapple Cheese Pastry (Per Pc),Veg
fd568273,Eggless Pineapple ( 500 gms ),Veg
fd568274,Eggless Mango ( 500 gms ),Veg
fd568275,Eggless Blue Berry ( 500 gms ),Veg
fd568276,Eggless Butterscotch ( 500 gms ),Veg
fd568277,Eggless Rasamalai ( 500  gms ),Veg
fd568278,Eggless Rose Gulkhand ( 500 gms ),Veg
fd568279,Eggless Rose ( 500 gms ),Veg
fd568280,Eggless Honey Rose ( 500 gms ),Veg
fd568281,Eggless Mix Fruit  ( 500 gms ),Veg
fd568282,Eggless Strawberry  ( 500 gms ),Veg
fd568283,Eggless Pan Shot ( Pan Masala ) ( 500 gms ),Veg
fd568284,Eggless Honey Almond ( 500 gms ),Veg
fd568288,Crispy Com,Veg
fd568289,Mushrooms Chilly,Veg
fd568292,Veg Rimzhim Kebab,Veg
fd568295,Kondhali Pakoda,Veg
fd568298,French Fries ( Cheese Loaded),Veg
fd568302,Paneer Hariyali Kurkura,Veg
fd568314,Chicken Lollipop 4 Pics,Non-veg
fd568318,Chicken Aachari Kebab,Non-veg
fd568324,Chicken Tandoori H F,Non-veg
fd568327,Fish Fry At H F,Non-veg
fd568328,Chicken Gulab [2pcs],Non-veg
fd568329,Breast Chicken,Non-veg
fd568330,Crumb Chicken,Non-veg
fd568331,Pomplet Chicken,Non-veg
fd568332,Chicken Malai Kulffi,Non-veg
fd568333,Chicken Pathani Seekh,Non-veg
fd568335,Green Salad H F,Veg
fd568336,Kuchumbar Salad,Veg
fd568340,Bundi Raita,Non-veg
fd568348,Lemon & Coriender Soup,Veg
fd568351,Chicken Clear Soup Shorba,Non-veg
fd568352,Mutton Clear Soup Shorba,Non-veg
fd568354,Sejwan Noodles,Veg
fd568355,Chicken Sejwan Noodles,Non-veg
fd568356,Chicken Crispy Noodles,Non-veg
fd568359,Veg manchurian Mix Rice,Veg
fd568360,Sejwan Rice [Triple],Veg
fd568361,Chicken Roll 2 Pics,Non-veg
fd568362,Chicken Shahi Roll 2 Pics,Non-veg
fd568363,Chicken Itallian Roll 2 Pics,Non-veg
fd568368,Rasgulla Size 1 Pics [Large],Veg
fd568369,Cham Cham [2pcs],Veg
fd568370,Malai Kheer,Veg
fd568376,Dal Palak Dal Bhaji,Veg
fd568382,Barbani Kofta,Veg
fd568384,Crispy Bhendi,Veg
fd568387,Veg Gerden,Veg
fd568390,Sev Tomato Curry Sev Curry,Veg
fd568391,Veg Kheeam Curry,Veg
fd568395,Nawaratan Korma,Veg
fd568401,Chocolate Overload Waffle,Veg
fd568403,Sinful Nutella Waffle,Veg
fd568404,Strawberry & Cream Waffle,Veg
fd568405,Tiramisu Waffle,Non-veg
fd568408,Pulpy Orange Iced Tea,Veg
fd568417,Cheese Mayo fries,Veg
fd568423,BBQ Cheese Fries,Veg
fd568429,Burrito Fries,Veg
fd568431,Masala Twisted,Veg
fd568432,Peri Peri Twisted,Veg
fd568433,Cheese Twisted,Veg
fd568434,Mayo Twisted,Veg
fd568436,Classic Butter Waffle,Veg
fd568451,Veg Mini Tikki Burger,Veg
fd568452,Veg Thousand Island Burgers,Veg
fd568456,Kitty Love Milkshake,Veg
fd568461,Litchi Watermelon Iced Tea,Veg
fd568463,Lychee Iced Tea,Veg
fd568464,Katchi Kairi Iced Tea,Veg
fd568468,Varyalli (Fresh Saunf) Iced Tea,Veg
fd568472,Pink Guava Iced Tea,Veg
fd568479,Caramel Parle G Milkshake,Veg
fd568480,Butterscotch Caramel Milkshake,Veg
fd568486,Hazelnut Cold Coffee Shake,Veg
fd568490,Falooda Milkshake,Veg
fd568492,Litchi Watermelon Milkshake,Veg
fd568495,Meetha Calcutta Paan Milkshake,Veg
fd568498,Nutella Bom Milkshake,Veg
fd568501,Honeydew Melon Milkshake,Veg
fd568502,Pineapple Yoghurt Shake,Veg
fd568503,Chocolate Yoghurt Shake,Veg
fd568504,Rose Yoghurt Shake,Veg
fd568505,Blueberry Yoghurt Shake,Veg
fd568506,Honeydew Melon Yoghurt Shake,Veg
fd568507,Butterscotch Yoghurt Shake,Veg
fd568508,Cranberry Yoghurt Shake,Veg
fd568509,Caramel Yoghurt Shake,Veg
fd568510,Litchi Yoghurt Shake,Veg
fd568511,Vanilla Yoghurt Shake,Veg
fd568512,Kiwi Yoghurt Shake,Veg
fd568513,Falooda Yoghurt Shake,Veg
fd568514,Strawberry Yoghurt Shake,Veg
fd568515,Mango Yoghurt Shake,Veg
fd568516,Green Apple Yoghurt Shake,Veg
fd568518,Corn Veg Pizza,Veg
fd568520,Double cheese Pizza,Veg
fd568529,Lolhapuri Soup,Veg
fd568532,Veg Panjab Soup,Veg
fd568536,Veg Chinese Chopsi,Veg
fd568537,Veg Kispi,Veg
fd568538,Paneer Jangali,Veg
fd568542,Paneer   Chilli,Veg
fd568543,Veg Paneer Kispi,Veg
fd568553,Kolhapuri Noodles,Veg
fd568555,Hakka Shezwan Noodles,Veg
fd568559,Noodles [Triple],Veg
fd568560,Crispi Noodles,Veg
fd568563,Black Forest [300gm],Veg
fd568564,Choco Chips [300gm],Veg
fd568565,Chocolate Treat [300gm],Veg
fd568566,Chocolate Truffle [300gm],Veg
fd568567,White Forest [300gm],Veg
fd568568,Fresh Pineapple [300gm],Veg
fd568569,Mix Fruit [300gm],Veg
fd568570,Butterscotch [300gm],Veg
fd568571,Black Forest [500gm],Veg
fd568572,Choco Chips [500gm],Veg
fd568574,Chocolate Truffle [500gm],Veg
fd568575,Chocolate Treat [500gm],Veg
fd568576,Chocolate Templation [500gm],Veg
fd568577,Chocolate Almond [500gm],Veg
fd568578,Chocolate Oreo Cake [500gm],Veg
fd568579,Fresh Pineapple [500gm],Veg
fd568580,Mix Fruit [500gm],Veg
fd568581,Butterscotch [500gm],Veg
fd568587,Sada Chocolate Cake [250gm],Veg
fd568588,Sada Vanilla Cake [250gm],Veg
fd568589,Dry Fruit Mava Cake [250gm],Veg
fd568590,Dry Fruit Mava Cake Egg [250gm],Veg
fd568591,Dry Fruit Mava Cake [500gm],Veg
fd568592,Fresh Pineapple Flavour,Veg
fd568593,Butterscotch Flavour,Veg
fd568594,Mix Fruit Flavour,Veg
fd568595,Black Forest Flavour,Veg
fd568596,Chocolate Truffle Flavour,Veg
fd568597,Choco Chips Flavour,Veg
fd568600,Fresh Pinaple Cake,Veg
fd568603,Choco Troufle Cake,Veg
fd568604,Oreo Kitkat Cake,Veg
fd568605,Choco Stiky Stik Bestla,Veg
fd568607,Oreo Gems Cake,Veg
fd568608,Melting Choclate Cake,Veg
fd568610,Cup Cake [6pc],Veg
fd568611,Cup Calle Small Size [12pcs],Veg
fd568612,Loose Khari [250gm],Veg
fd568613,Crunchy Loose Khari [250gm],Veg
fd568614,Crunchy Loose Khari [125gm],Veg
fd568615,Mawa Toast [250gm],Veg
fd568616,Mawa Toast [500gm],Veg
fd568617,Loose Elaichi Nankidie [250gm],Veg
fd568618,Mix Special Chiwda [500gm],Veg
fd568619,Khasta Papdi [200gm],Veg
fd568620,Bell Pepper Rice With Paneer In Jalapenos Basil Sauce And Sauteed Vegetables,Veg
fd568621,Herbed Rice With Paneer In Paprika Sauce And Sauteed Vegetables,Veg
fd568625,Chilli Paneer Combo,Veg
fd568626,Paneer In Bbq Sauce And Fried Rice Combo,Veg
fd568627,Paneer In Bbq Sauce And Noodles Combos,Veg
fd568628,Veg. Balls In Sichuan Sauce With Fried Rice Combo,Veg
fd568629,Veg. Balls In Sichuan Sauce With Noodles Combos,Veg
fd568630,Spinach Corn Cottage Cheese Lasagna With Garlic Bread,Veg
fd568631,Lasagna Veg Verde With Garlic Bread,Veg
fd568632,Pink Pasta  With Garlic Bread,Veg
fd568633,Red Pasta With Garlic Bread,Veg
fd568634,White Pasta With Garlic Bread,Veg
fd568635,Grilled Veg Cheese Sandwich With French Fries,Veg
fd568636,Veg Cheese Burger With French Fries,Veg
fd568637,Spaghetti Aglio E Olio With Garlic Bread,Veg
fd568638,Spaghetti In Pink Sauce With Garlic Bread,Veg
fd568639,Spaghetti In White Sauce With Garlic Bread,Veg
fd568640,Classic Veg & Cheese Panini,Veg
fd568641,Mushroom Capsicum & Cheese Panini,Veg
fd568642,Spiced Cottage Cheese Panini,Veg
fd568644,Barbeque Paneer Panini,Veg
fd568645,Exotic Veg & Cheese Panini,Veg
fd568646,Spinach Corn Cottage Cheese Lasagna,Veg
fd568647,Lasagna Veg. Verde,Veg
fd568648,Baked Vegetables (veg. Au Gratin),Veg
fd568653,Spaghetti In Pink Sauce,Veg
fd568654,Spaghetti In White Sauce,Veg
fd568655,Paprika Paneer & Cheese Calzone Pocket,Veg
fd568656,Bell Pepper & Cheese Calzone Pocket,Veg
fd568657,Barbeque Paneer Pizza [8 Inches],Veg
fd568658,Capsicum Onion & Cheese Pizza [8 Inches],Veg
fd568659,Exotic Veg Overload Pizza [8 Inches],Veg
fd568660,Olives Babycorn & Peppers Pizza [8 Inches],Veg
fd568661,Plain Cheese Margherita Pizza [8 Inches],Veg
fd568662,Spinach Corn Olives & Mushrooms Pizza [8 Inches],Veg
fd568663,Sweet Corn And Cheese Pizza [8 Inches],Veg
fd568665,Tomato Onion & Cheese Pizza [8 Inches],Veg
fd568671,Grilled Veg & Cheese Sandwich,Veg
fd568672,Barbecue Paneer Grilled Sandwich,Veg
fd568676,Shanghai Rolls,Veg
fd568679,Paneer In BBQ Sauce,Veg
fd568682,Bhutan Vegetable,Veg
fd568683,Fried Wontons,Veg
fd568685,Thread Fried Paneer,Veg
fd568688,Chilly Hot Paprika Noodles,Veg
fd568693,Chilli Hot Paprika Rice,Veg
fd568699,Falafel In Pita Bread With Hummus,Veg
fd568701,Paneer Shawarma Wrap With Spicy Mayo,Veg
fd568702,Paprika Paneer Quesadilla,Veg
fd568703,Spinach Corn And Cottage Cheese Quesadilla,Veg
fd568704,Cheese Chilli Toasts,Veg
fd568705,Cottage Cheese Chilli Bruschetta,Veg
fd568706,Bell Pepper & Corn Bruschetta,Veg
fd568715,Crispy Cheesy Potato Cigars,Veg
fd568719,Falafel With Hummus,Veg
fd568725,Plain Mayo,Veg
fd568727,Szechwan Dip,Veg
fd568733,Dal Khichidi Masala,Veg
fd568736,Cashewnut Onion Pulav,Veg
fd568737,Butter Dal Khichidi,Veg
fd568738,Herbed Rice,Veg
fd568739,Jeera Rice Half,Veg
fd568740,Steamed Rice Half,Veg
fd568748,Babycorn Mutter Mushroom,Veg
fd568749,Kaju Curry (sweet),Veg
fd568754,Hyderabadi Vegetables,Veg
fd568755,Veg. Kheema Kastoori,Veg
fd568759,Varhadi Kofta Curry,Veg
fd568769,Paneer Lasooni Masala,Veg
fd568782,Pineaple Raita,Veg
fd568784,Cream Of Brocolli,Veg
fd568785,Ginger Noodle Soup,Veg
fd568790,Mein Chow Soup,Veg
fd568796,Caeser Salad,Veg
fd568797,Mayo Salad With Exotic Greens,Veg
fd568807,Fresh Lime Mojito,Veg
fd568812,Ferrero Nutella Waffle,Veg
fd568814,Belgian White Chocolate Waffle,Veg
fd568817,Choco Dryfruits Waffle,Veg
fd568818,Just Nutella Waffle,Veg
fd568821,Fruit Punch Waffle,Veg
fd568822,Tripple Chocolate Waffle,Veg
fd568824,250ml Soft Drinks,Veg
fd568830,Americano Black,Veg
fd568836,Mixed Berries Shake,Veg
fd568844,Cafe Frappe (cold Coffee),Veg
fd568864,8' Classic Capsicum,Veg
fd568866,8' Paneer Paradise Pizza (Spicy),Veg
fd568867,8' Barbecue Paneer Pizza (Spicy),Veg
fd568868,8' Paneer Treasure Pizza (Spicy),Veg
fd568870,8' Mexican Peri Peri Pizza,Veg
fd568873,Messy Burger,Veg
fd568874,Tandoori Paneer Patties Burger,Veg
fd568879,Patiyala Ice Cream Lassi,Veg
fd568880,Patiyala Plain Lassi,Veg
fd568896,Cut Pieces Dosa,Veg
fd568897,Coconut Pudi Dosa,Veg
fd568898,Hot & Spicy Dosa,Veg
fd568899,Cheese Special Dosa,Veg
fd568900,Mysoue Special Dosa,Veg
fd568901,Dosa 1 Meter,Veg
fd568902,5 Taste Dosa,Veg
fd568909,Cheese Special Uttapam,Veg
fd568916,Tandoori Chicken Shorma,Non-veg
fd568917,Peri Peri Chicken Shorma,Non-veg
fd568918,Cheese Chicken Shorma,Non-veg
fd568921,Crispy Fried Chicken Roasted,Non-veg
fd568926,Chicken Cocktails Noodles,Non-veg
fd568927,Chicken Tripples Noodles,Non-veg
fd568940,Lemon Cake (500 gms),Veg
fd568941,Chocolate Overload Cake (500 gms),Veg
fd568952,Lychee Cake (500 gms),Veg
fd568954,Very Berry Cake (500 gms),Veg
fd568956,Chocolate Ganache Cake (500 gms),Veg
fd568957,Chocolate Choco Chips Cake (500 gms),Veg
fd568959,Marble Cake (500 gms),Veg
fd568961,Chocolate Caramel Cake (500 gms),Veg
fd568962,Mocha Cake (500 gms),Veg
fd568963,Pineapple Chocolate Cake (500 gms),Veg
fd568964,Roasted Almond Cake (500 gms),Veg
fd568965,Almost Honey Cake (500 gms),Veg
fd568968,Choco Almond Cake (500 gms),Veg
fd568969,Choco Marble Cake (500 gms),Veg
fd568970,Mixed Fruit Cake (500 gms),Veg
fd568971,Aloo Cheese Samosa,Veg
fd568972,Potato Cutlet,Veg
fd568977,Paneer Tikka Samosa,Veg
fd568987,Butter Tandoori Roti [2],Veg
fd568991,Black Pepper Koki,Veg
fd568993,Methi Koki,Veg
fd569001,Butter Masala Khichadi,Veg
fd569002,Allo Malai Kofta,Veg
fd569004,Veg Kholhapuri,Veg
fd569007,Aloo Tawa Fry,Veg
fd569011,Paneer Tikka Masala [Spicy],Veg
fd569014,Paneer Kholhapuri,Veg
fd569021,Masala Corn Dosa,Veg
fd569027,Veg Noddles,Veg
fd569029,Tomato Cheese Pasta,Veg
